Area Code (M49),Area,Year,avg_income_small,avg_income_large,small_scale_productivity,large_scale_productivity,undernourished_people,food_insecurity_people,local_breed,agriculture_gdp,agriculture_government,agriculture_orientation_government,ifpa_food_cpi
214,Dominican Republic,2003,,,,,2.1,,2.0,6.69,5.72,0.86,
214,Dominican Republic,2004,,,,,2.1,,3.0,7.02,4.74,0.68,
214,Dominican Republic,2005,,,,,1.8,,3.0,7.21,4.5,0.62,
214,Dominican Republic,2006,,,,,1.5,,6.0,6.86,3.99,0.58,
214,Dominican Republic,2007,,,,,1.5,,6.0,6.51,4.22,0.65,
214,Dominican Republic,2008,,,,,1.5,,6.0,6.34,4.0,0.63,
214,Dominican Republic,2009,,,,,1.5,,6.0,6.14,3.53,0.58,
214,Dominican Republic,2010,,,,,1.3,,6.0,6.06,2.72,0.45,-0.76
214,Dominican Republic,2011,,,,,1.2,,6.0,5.64,2.1,0.37,-0.08
214,Dominican Republic,2012,,,,,1,,6.0,5.4,2.0,0.37,0.27
214,Dominican Republic,2013,,,,,0.9,,6.0,5.3,2.22,0.42,-0.31
214,Dominican Republic,2014,,,,,0.9,,6.0,5.19,1.86,0.36,0.36
214,Dominican Republic,2015,,,,,0.8,4002.5,6.0,5.48,2.54,0.46,1.95
214,Dominican Republic,2016,,,,,0.7,4050.0,6.0,5.51,2.11,0.38,-0.51
214,Dominican Republic,2017,,,,,0.6,4143.4,6.0,5.34,2.37,0.44,-0.46
214,Dominican Republic,2018,,,,,0.6,4064.6000000000004,6.0,5.15,2.2,0.43,-0.31
214,Dominican Republic,2019,,,,,0.7,4315.9,6.0,5.23,2.6,0.5,0.5
214,Dominican Republic,2020,,,,,0.7,4228.3,6.0,6.04,2.13,0.35,0.41
214,Dominican Republic,2021,,,,,0.6,4206.5,6.0,5.67,2.94,0.52,0.07
214,Dominican Republic,2022,,,,,0.5,3773.1,6.0,5.79,4.29,0.74,0.39
214,Dominican Republic,2023,,,,,,,6.0,,,,0.51
214,Dominican Republic,2024,,,,,,,6.0,,,,
218,Ecuador,2000,,,,,,,7.0,,,,
218,Ecuador,2001,,,,,2.6,,7.0,12.66,3.9,0.31,
218,Ecuador,2002,,,,,2.9,,8.0,11.23,1.17,0.1,
218,Ecuador,2003,,,,,2.9,,8.0,10.84,0.75,0.07,
218,Ecuador,2004,,,,,3,,8.0,9.69,1.36,0.14,
218,Ecuador,2005,,,,,3,,8.0,9.48,2.14,0.23,
218,Ecuador,2006,2224.06,2755.92,,,3.1,,27.0,9.41,1.21,0.13,
218,Ecuador,2007,,,,,3,,27.0,9.36,0.99,0.11,
218,Ecuador,2008,,,,,2.9,,27.0,8.97,1.92,0.21,
218,Ecuador,2009,,,,,2.2,,27.0,9.91,3.01,0.3,
218,Ecuador,2010,,,,,1.7,,27.0,9.73,2.29,0.24,-0.29
218,Ecuador,2011,,,,,1.2,,27.0,9.6,1.85,0.19,-0.03
218,Ecuador,2012,,,,,1.3,,27.0,8.64,1.63,0.19,-0.4
218,Ecuador,2013,,,,,1.3,,27.0,8.77,2.07,0.24,-0.88
218,Ecuador,2014,2315.7,3897.93,,,1.3,,27.0,9.13,2.85,0.31,-0.12
218,Ecuador,2015,,,,,1.4,2383.9,27.0,9.45,2.03,0.22,-0.39
218,Ecuador,2016,,,,,1.5,2747.2,27.0,9.52,1.41,0.15,-0.19
218,Ecuador,2017,,,,,1.7,3154.6,27.0,9.33,1.08,0.12,-0.39
218,Ecuador,2018,,,,,1.9,3614.8,27.0,8.95,0.81,0.09,-0.87
218,Ecuador,2019,,,,,2.2,4136.1,27.0,8.8,0.52,0.06,-0.31
218,Ecuador,2020,,,,,2.4,4760.200000000001,27.0,9.84,0.76,0.08,0.1
218,Ecuador,2021,,,,,2.5,4909.2,27.0,9.41,0.69,0.07,-0.58
218,Ecuador,2022,,,,,2.5,4934.2,27.0,8.84,0.69,0.08,0.98
218,Ecuador,2023,,,,,,,27.0,,,,1.26
218,Ecuador,2024,,,,,,,27.0,,,,
222,El Salvador,2000,,,,,,,2.0,,,,
222,El Salvador,2001,,,,,0.4,,2.0,6.69,2.32,0.35,
222,El Salvador,2002,,,,,0.4,,2.0,5.82,1.5,0.26,
222,El Salvador,2003,,,,,0.4,,2.0,5.49,0.84,0.15,
222,El Salvador,2004,,,,,0.5,,2.0,5.73,1.62,0.28,
222,El Salvador,2005,,,,,0.5,,2.0,6.17,0.95,0.15,
222,El Salvador,2006,,,,,0.5,,8.0,6.05,0.78,0.13,
222,El Salvador,2007,,,,,0.5,,8.0,6.99,1.12,0.16,
222,El Salvador,2008,,,,,0.6,,8.0,7.09,1.11,0.16,
222,El Salvador,2009,,,,,0.6,,8.0,6.67,1.83,0.27,
222,El Salvador,2010,,,,,0.6,,8.0,6.98,1.44,0.21,-0.87
222,El Salvador,2011,,,,,0.6,,8.0,7.33,0.96,0.13,-0.18
222,El Salvador,2012,,,,,0.6,,8.0,6.51,1.15,0.18,-0.72
222,El Salvador,2013,,,,,0.6,,8.0,5.61,1.11,0.2,0.32
222,El Salvador,2014,,,,,0.6,,8.0,5.87,1.35,0.23,0.73
222,El Salvador,2015,,,,,0.6,1894.0,8.0,5.53,1.14,0.21,0.14
222,El Salvador,2016,,,,,0.5,1888.2,8.0,5.73,0.8,0.14,-0.89
222,El Salvador,2017,,,,,0.5,1909.7,8.0,5.39,1.11,0.21,-0.41
222,El Salvador,2018,,,,,0.4,1957.2,8.0,5.13,1.36,0.26,-0.42
222,El Salvador,2019,,,,,0.4,2102.8999999999996,8.0,5.15,0.79,0.15,0.32
222,El Salvador,2020,,,,,0.4,2182.2,8.0,5.45,1.09,0.2,0.52
222,El Salvador,2021,,,,,0.4,2290.8,8.0,4.92,1.16,0.24,-0.5
222,El Salvador,2022,,,,,0.4,2239.3999999999996,8.0,4.8,1.39,0.29,1.62
222,El Salvador,2023,,,,,,,8.0,,,,0.88
222,El Salvador,2024,,,,,,,8.0,,,,
226,Equatorial Guinea,2001,,,,,,,,3.8,,,
226,Equatorial Guinea,2002,,,,,,,,2.95,,,
226,Equatorial Guinea,2003,,,,,,,,2.72,,,
226,Equatorial Guinea,2004,,,,,,,,2.34,,,
226,Equatorial Guinea,2005,,,,,,,,1.53,,,
226,Equatorial Guinea,2006,,,,,,,,1.52,,,
226,Equatorial Guinea,2007,,,,,,,,1.37,1.75,1.27,
226,Equatorial Guinea,2008,,,,,,,,0.89,0.79,0.88,
226,Equatorial Guinea,2009,,,,,,,,1.06,0.8,0.76,
226,Equatorial Guinea,2010,,,,,,,,1.06,1.0,0.94,0.23
226,Equatorial Guinea,2011,,,,,,,,1.05,1.01,0.96,2.25
226,Equatorial Guinea,2012,,,,,,,,1.06,1.0,0.94,-1.7
226,Equatorial Guinea,2013,,,,,,,,1.19,0.98,0.82,0.74
226,Equatorial Guinea,2014,,,,,,,,1.29,0.99,0.77,-1.39
226,Equatorial Guinea,2015,,,,,,,,1.89,1.09,0.58,-1.38
226,Equatorial Guinea,2016,,,,,,,,2.33,0.98,0.42,-5.3
226,Equatorial Guinea,2017,,,,,,,,2.32,0.78,0.34,-0.05
226,Equatorial Guinea,2018,,,,,,,,2.26,1.17,0.52,-0.03
226,Equatorial Guinea,2019,,,,,,,,2.43,1.18,0.49,-0.32
226,Equatorial Guinea,2020,,,,,,,,2.99,1.36,0.46,-0.28
226,Equatorial Guinea,2021,,,,,,,,2.6,1.31,0.51,-0.09
226,Equatorial Guinea,2022,,,,,,,,2.53,1.02,0.4,0.26
226,Equatorial Guinea,2023,,,,,,,,,,,0.29
231,Ethiopia,2000,,,,,,,8.0,,,,
231,Ethiopia,2001,,,,,32.2,,8.0,43.39,3.97,0.09,
231,Ethiopia,2002,,,,,31.1,,8.0,39.4,6.44,0.16,
231,Ethiopia,2003,,,,,30.8,,8.0,37.97,4.98,0.13,
231,Ethiopia,2004,,,,,29.9,,8.0,39.39,4.97,0.13,
231,Ethiopia,2005,,,,,28.7,,9.0,41.93,15.93,0.38,
231,Ethiopia,2006,,,,,26.6,,74.0,43.3,20.31,0.47,
231,Ethiopia,2007,,,,,24.5,,74.0,43.04,18.03,0.42,
231,Ethiopia,2008,,,,,22.6,,74.0,46.01,13.49,0.29,
231,Ethiopia,2009,,,,,20.7,,74.0,46.72,16.37,0.35,
231,Ethiopia,2010,,,,,19.6,,74.0,42.21,17.11,0.41,-1.46
231,Ethiopia,2011,,,,,18.6,,74.0,41.25,16.3,0.4,0.78
231,Ethiopia,2012,,,,,17.8,,74.0,44.33,15.39,0.35,0.32
231,Ethiopia,2013,,,,,16.7,,74.0,41.24,6.64,0.16,-0.35
231,Ethiopia,2014,541.21,1272.52,4.14,6.91,15.4,,74.0,38.52,7.19,0.19,-0.29
231,Ethiopia,2015,,,,,14.8,33149.399999999994,74.0,36.06,7.19,0.2,0.38
231,Ethiopia,2016,615.48,1494.56,4.68,6.16,14.8,35620.6,74.0,34.7,8.63,0.25,-0.16
231,Ethiopia,2017,,,,,16.6,37568.600000000006,74.0,33.78,8.81,0.26,0.0
231,Ethiopia,2018,,,,,19.9,37902.5,74.0,31.22,3.55,0.11,-0.28
231,Ethiopia,2019,821.01,3331.48,5.73,13.25,23.8,38141.2,74.0,33.63,3.52,0.1,0.52
231,Ethiopia,2020,,,,,26.9,39334.4,74.0,35.56,3.26,0.09,0.46
231,Ethiopia,2021,,,,,28.3,41970.600000000006,74.0,37.57,,,0.72
231,Ethiopia,2022,,,,,27.3,43959.899999999994,74.0,37.63,,,0.11
231,Ethiopia,2023,,,,,,,74.0,,,,-0.12
231,Ethiopia,2024,,,,,,,75.0,,,,
232,Eritrea,2000,,,,,,,2.0,,,,
232,Eritrea,2001,,,,,,,2.0,16.46,,,
232,Eritrea,2002,,,,,,,2.0,10.42,,,
232,Eritrea,2003,,,,,,,2.0,11.83,,,
232,Eritrea,2004,,,,,,,2.0,10.64,,,
232,Eritrea,2005,,,,,,,2.0,22.6,,,
232,Eritrea,2006,,,,,,,6.0,24.6,,,
232,Eritrea,2007,,,,,,,6.0,24.26,,,
232,Eritrea,2008,,,,,,,6.0,16.78,,,
232,Eritrea,2009,,,,,,,6.0,14.53,,,
232,Eritrea,2010,,,,,,,6.0,18.39,,,
232,Eritrea,2011,,,,,,,6.0,16.43,,,
232,Eritrea,2012,,,,,,,6.0,16.48,,,
232,Eritrea,2013,,,,,,,6.0,16.98,,,
232,Eritrea,2014,,,,,,,6.0,16.96,,,
232,Eritrea,2015,,,,,,,6.0,17.49,,,
232,Eritrea,2016,,,,,,,6.0,17.93,,,
232,Eritrea,2017,,,,,,,6.0,17.46,,,
232,Eritrea,2018,,,,,,,6.0,17.63,,,
232,Eritrea,2019,,,,,,,6.0,17.67,,,
232,Eritrea,2020,,,,,,,6.0,17.59,,,
232,Eritrea,2021,,,,,,,6.0,17.63,,,
232,Eritrea,2022,,,,,,,6.0,17.54,,,
232,Eritrea,2023,,,,,,,6.0,,,,
232,Eritrea,2024,,,,,,,6.0,,,,
233,Estonia,2000,,,,,,,10.0,,,,
233,Estonia,2001,,,,,<0.1,,10.0,3.49,2.1,0.6,
233,Estonia,2002,,,,,<0.1,,10.0,3.55,2.27,0.64,
233,Estonia,2003,,,,,<0.1,,10.0,3.46,2.41,0.7,
233,Estonia,2004,,,,,<0.1,,10.0,3.62,2.03,0.56,
233,Estonia,2005,,,,,,,10.0,3.29,1.62,0.49,
233,Estonia,2006,,,,,,,11.0,3.14,1.76,0.56,
233,Estonia,2007,,,,,,,11.0,3.93,2.32,0.59,
233,Estonia,2008,,,,,,,11.0,3.4,1.86,0.55,
233,Estonia,2009,,,,,,,11.0,2.47,2.48,1.0,
233,Estonia,2010,,,54.9,376.74,,,11.0,3.17,1.51,0.47,0.48
233,Estonia,2011,,,,,,,11.0,3.68,1.73,0.47,0.88
233,Estonia,2012,,,,,,,11.0,3.32,1.65,0.5,-0.07
233,Estonia,2013,,,52.52,390.64,,,11.0,3.09,1.8,0.58,-0.03
233,Estonia,2014,,,,,,,11.0,3.16,1.33,0.42,-0.2
233,Estonia,2015,,,,,,,11.0,2.86,1.29,0.45,-0.19
233,Estonia,2016,,,57.16,510.54,,,11.0,2.11,1.33,0.63,-0.26
233,Estonia,2017,,,,,,,11.0,2.39,1.41,0.59,0.75
233,Estonia,2018,,,,,,,11.0,2.09,1.25,0.6,-0.62
233,Estonia,2019,,,,,,,11.0,2.38,1.12,0.47,0.13
233,Estonia,2020,,,59.42,538.86,,,11.0,2.05,0.92,0.45,0.74
233,Estonia,2021,,,,,,,11.0,2.02,0.98,0.49,-1.49
233,Estonia,2022,,,,,,,11.0,2.52,1.01,0.4,0.48
233,Estonia,2023,,,,,,,11.0,,,,1.48
233,Estonia,2024,,,,,,,11.0,,,,
234,Faroe Islands,2000,,,,,,,1.0,,,,
234,Faroe Islands,2001,,,,,,,1.0,,,,
234,Faroe Islands,2002,,,,,,,1.0,,,,
234,Faroe Islands,2003,,,,,,,1.0,,,,
234,Faroe Islands,2004,,,,,,,1.0,,,,
234,Faroe Islands,2005,,,,,,,1.0,,,,
234,Faroe Islands,2006,,,,,,,2.0,,,,
234,Faroe Islands,2007,,,,,,,2.0,,,,
234,Faroe Islands,2008,,,,,,,2.0,,,,
234,Faroe Islands,2009,,,,,,,2.0,,,,
234,Faroe Islands,2010,,,,,,,2.0,,,,
234,Faroe Islands,2011,,,,,,,2.0,,,,
234,Faroe Islands,2012,,,,,,,2.0,,,,
234,Faroe Islands,2013,,,,,,,2.0,,,,
234,Faroe Islands,2014,,,,,,,2.0,,,,
234,Faroe Islands,2015,,,,,,,2.0,,,,
234,Faroe Islands,2016,,,,,,,2.0,,,,
234,Faroe Islands,2017,,,,,,,2.0,,,,
234,Faroe Islands,2018,,,,,,,2.0,,,,
234,Faroe Islands,2019,,,,,,,2.0,,,,
234,Faroe Islands,2020,,,,,,,2.0,,,,
234,Faroe Islands,2021,,,,,,,2.0,,,,
234,Faroe Islands,2022,,,,,,,2.0,,,,
234,Faroe Islands,2023,,,,,,,2.0,,,,
234,Faroe Islands,2024,,,,,,,2.0,,,,
238,Falkland Islands (Malvinas),2000,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2001,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2002,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2003,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2004,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2005,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2006,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2007,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2008,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2009,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2010,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2011,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2012,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2013,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2014,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2015,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2016,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2017,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2018,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2019,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2020,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2021,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2022,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2023,,,,,,,3.0,,,,
238,Falkland Islands (Malvinas),2024,,,,,,,3.0,,,,
242,Fiji,2000,,,,,,,,,,,
242,Fiji,2001,,,,,<0.1,,,12.72,,,
242,Fiji,2002,,,,,<0.1,,,13.01,,,
242,Fiji,2003,,,,,<0.1,,,12.23,,,
242,Fiji,2004,,,,,<0.1,,1.0,12.06,,,
242,Fiji,2005,,,,,<0.1,,1.0,11.93,3.13,0.26,
242,Fiji,2006,,,,,<0.1,,12.0,12.12,2.91,0.24,
242,Fiji,2007,,,,,<0.1,,12.0,12.34,3.31,0.27,
242,Fiji,2008,,,,,<0.1,,12.0,10.57,2.83,0.27,
242,Fiji,2009,,,,,<0.1,,12.0,9.93,2.76,0.28,
242,Fiji,2010,,,,,<0.1,,12.0,9.13,2.77,0.3,-0.75
242,Fiji,2011,,,,,<0.1,,12.0,9.23,2.61,0.28,1.41
242,Fiji,2012,,,,,<0.1,,12.0,9.68,2.79,0.29,-0.39
242,Fiji,2013,,,,,<0.1,,12.0,10.11,4.92,0.49,-0.11
242,Fiji,2014,,,,,<0.1,,12.0,8.1,4.17,0.51,0.14
242,Fiji,2015,,,,,<0.1,,12.0,7.87,5.0,0.64,1.01
242,Fiji,2016,,,,,<0.1,,12.0,10.66,4.11,0.39,-0.19
242,Fiji,2017,,,,,<0.1,,12.0,10.53,4.4,0.42,-2.77
242,Fiji,2018,,,,,<0.1,,12.0,10.91,4.71,0.43,-0.5
242,Fiji,2019,,,,,<0.1,,12.0,11.9,5.1,0.43,0.75
242,Fiji,2020,,,,,<0.1,,12.0,14.5,4.4,0.3,-0.04
242,Fiji,2021,,,,,<0.1,,12.0,14.52,3.81,0.26,1.26
242,Fiji,2022,,,,,<0.1,,12.0,9.16,3.9,0.43,0.26
242,Fiji,2023,,,,,,,12.0,,,,0.87
242,Fiji,2024,,,,,,,12.0,,,,
246,Finland,2000,,,,,,,9.0,,,,
246,Finland,2001,,,,,,,10.0,2.76,2.38,0.86,
246,Finland,2002,,,,,,,10.0,2.67,2.35,0.88,
246,Finland,2003,,,,,,,10.0,2.54,2.31,0.91,
246,Finland,2004,,,,,,,11.0,2.38,2.25,0.94,
246,Finland,2005,,,,,,,11.0,2.28,2.33,1.02,
246,Finland,2006,,,,,,,19.0,2.0,2.35,1.18,
246,Finland,2007,,,,,,,19.0,2.38,2.15,0.9,
246,Finland,2008,,,,,,,19.0,2.21,1.98,0.9,
246,Finland,2009,,,,,,,19.0,2.25,1.89,0.84,
246,Finland,2010,,,117.59,322.48,,,19.0,2.42,1.89,0.78,-1.9
246,Finland,2011,,,,,,,19.0,2.32,1.86,0.8,0.49
246,Finland,2012,,,,,,,19.0,2.31,1.68,0.73,0.51
246,Finland,2013,,,115.83,357.03,,,19.0,2.37,1.53,0.65,0.56
246,Finland,2014,,,,,,,19.0,2.4,1.47,0.61,-0.7
246,Finland,2015,,,,,,426.0,19.0,2.25,1.35,0.6,-0.76
246,Finland,2016,,,111.92,251.97,,388.70000000000005,19.0,2.31,1.34,0.58,-0.6
246,Finland,2017,,,,,,384.79999999999995,19.0,2.32,1.31,0.57,-0.4
246,Finland,2018,,,,,,359.4,19.0,2.39,1.31,0.55,0.21
246,Finland,2019,,,,,,370.4,19.0,2.35,1.3,0.55,0.05
246,Finland,2020,,,102.3,371.38,,414.2,19.0,2.46,1.28,0.52,0.47
246,Finland,2021,,,,,,492.90000000000003,19.0,2.3,1.14,0.5,-0.7
246,Finland,2022,,,,,,592.7,19.0,2.37,1.27,0.53,1.78
246,Finland,2023,,,,,,,19.0,,,,0.48
246,Finland,2024,,,,,,,19.0,,,,
248,Åland Islands,2010,,,,,,,,,,,-1.96
248,Åland Islands,2011,,,,,,,,,,,-0.05
248,Åland Islands,2012,,,,,,,,,,,0.72
248,Åland Islands,2013,,,,,,,,,,,0.61
248,Åland Islands,2014,,,,,,,,,,,-0.31
248,Åland Islands,2015,,,,,,,,,,,-0.22
248,Åland Islands,2016,,,,,,,,,,,-0.63
248,Åland Islands,2017,,,,,,,,,,,-0.37
248,Åland Islands,2018,,,,,,,,,,,0.17
248,Åland Islands,2019,,,,,,,,,,,0.39
248,Åland Islands,2020,,,,,,,,,,,0.28
248,Åland Islands,2021,,,,,,,,,,,-0.3
248,Åland Islands,2022,,,,,,,,,,,1.5
248,Åland Islands,2023,,,,,,,,,,,0.62
250,France,2000,,,,,,,134.0,,,,
250,France,2001,,,,,,,134.0,2.11,0.69,0.33,
250,France,2002,,,,,,,134.0,2.01,0.71,0.35,
250,France,2003,,,,,,,134.0,1.85,0.69,0.37,
250,France,2004,,,,,,,135.0,1.82,0.78,0.43,
250,France,2005,,,,,,,135.0,1.68,0.79,0.47,
250,France,2006,,,,,,,220.0,1.52,0.78,0.52,
250,France,2007,,,,,,,220.0,1.61,0.74,0.46,
250,France,2008,,,,,,,219.0,1.52,0.73,0.48,
250,France,2009,,,,,,,219.0,1.32,0.74,0.56,
250,France,2010,,,87.54,421.4,,,218.0,1.6,0.75,0.47,-1.31
250,France,2011,,,,,,,209.0,1.65,0.69,0.42,0.14
250,France,2012,,,,,,,209.0,1.63,0.38,0.23,0.56
250,France,2013,,,86.3,493.6,,,209.0,1.46,0.35,0.24,-0.24
250,France,2014,,,,,,,209.0,1.56,0.37,0.24,-1.23
250,France,2015,,,,,,3564.2,209.0,1.61,0.45,0.28,0.33
250,France,2016,,,75.39,573.72,,3307.7,209.0,1.44,0.39,0.27,0.1
250,France,2017,,,,,,3316.7,209.0,1.54,0.42,0.27,0.03
250,France,2018,,,,,,3156.7,209.0,1.65,0.41,0.25,0.07
250,France,2019,,,,,,3032.8,209.0,1.52,0.39,0.25,0.9
250,France,2020,,,73.3,633.57,,3132.1,209.0,1.57,0.36,0.23,1.19
250,France,2021,,,,,,3519.7,209.0,1.64,0.33,0.2,-1.21
250,France,2022,,,,,,4209.1,215.0,1.8,0.36,0.2,1.83
250,France,2023,,,,,,,227.0,,,,3.7
250,France,2024,,,,,,,239.0,,,,
254,French Guiana,2000,,,,,,,1.0,,,,
254,French Guiana,2001,,,,,,,1.0,,,,
254,French Guiana,2002,,,,,,,1.0,,,,
254,French Guiana,2003,,,,,,,1.0,,,,
254,French Guiana,2004,,,,,,,1.0,,,,
254,French Guiana,2005,,,,,,,1.0,,,,
254,French Guiana,2006,,,,,,,1.0,,,,
254,French Guiana,2007,,,,,,,1.0,,,,
254,French Guiana,2008,,,,,,,1.0,,,,
254,French Guiana,2009,,,,,,,1.0,,,,
254,French Guiana,2010,,,,,,,1.0,,,,0.54
254,French Guiana,2011,,,,,,,1.0,,,,-0.67
254,French Guiana,2012,,,,,,,1.0,,,,0.71
254,French Guiana,2013,,,,,,,1.0,,,,1.19
254,French Guiana,2014,,,,,,,1.0,,,,-0.09
254,French Guiana,2015,,,,,,,1.0,,,,-0.42
254,French Guiana,2016,,,,,,,1.0,,,,-0.17
254,French Guiana,2017,,,,,,,1.0,,,,-0.75
254,French Guiana,2018,,,,,,,1.0,,,,-0.92
254,French Guiana,2019,,,,,,,1.0,,,,0.27
254,French Guiana,2020,,,,,,,1.0,,,,1.14
254,French Guiana,2021,,,,,,,1.0,,,,-1.03
254,French Guiana,2022,,,,,,,1.0,,,,1.12
254,French Guiana,2023,,,,,,,1.0,,,,3.37
254,French Guiana,2024,,,,,,,1.0,,,,
258,French Polynesia,2001,,,,,<0.1,,,,,,
258,French Polynesia,2002,,,,,<0.1,,,,,,
258,French Polynesia,2003,,,,,<0.1,,,,,,
258,French Polynesia,2004,,,,,<0.1,,,,,,
258,French Polynesia,2005,,,,,<0.1,,,,,,
258,French Polynesia,2006,,,,,<0.1,,,,,,
258,French Polynesia,2007,,,,,<0.1,,,,,,
258,French Polynesia,2008,,,,,<0.1,,,,,,
258,French Polynesia,2009,,,,,<0.1,,,,,,
258,French Polynesia,2010,,,,,<0.1,,,,,,-0.23
258,French Polynesia,2011,,,,,<0.1,,,,,,-0.16
258,French Polynesia,2012,,,,,<0.1,,,,,,-0.48
258,French Polynesia,2013,,,,,<0.1,,,,,,0.07
258,French Polynesia,2014,,,,,<0.1,,,,,,-0.66
258,French Polynesia,2015,,,,,<0.1,,,,,,0.91
258,French Polynesia,2016,,,,,<0.1,,,,,,0.84
258,French Polynesia,2017,,,,,<0.1,,,,,,-0.46
258,French Polynesia,2018,,,,,<0.1,,,,,,-2.89
258,French Polynesia,2019,,,,,<0.1,,,,,,0.05
258,French Polynesia,2020,,,,,<0.1,,,,,,0.67
258,French Polynesia,2021,,,,,<0.1,,,,,,0.31
258,French Polynesia,2022,,,,,<0.1,,,,,,0.29
258,French Polynesia,2023,,,,,,,,,,,0.75
262,Djibouti,2000,,,,,,,,,,,
262,Djibouti,2001,,,,,0.3,,,3.13,1.24,0.39,
262,Djibouti,2002,,,,,0.3,,,3.13,4.82,1.54,
262,Djibouti,2003,,,,,0.3,,,3.12,1.14,0.36,
262,Djibouti,2004,,,,,0.3,,,3.16,2.28,0.72,
262,Djibouti,2005,,,,,0.3,,,3.19,,,
262,Djibouti,2006,,,,,0.2,,9.0,3.2,,,
262,Djibouti,2007,,,,,0.2,,9.0,3.63,,,
262,Djibouti,2008,,,,,0.2,,9.0,3.49,,,
262,Djibouti,2009,,,,,0.2,,9.0,3.24,,,
262,Djibouti,2010,,,,,0.2,,9.0,2.56,,,-1.39
262,Djibouti,2011,,,,,0.2,,9.0,1.92,,,-0.12
262,Djibouti,2012,,,,,0.2,,9.0,1.49,,,-0.87
262,Djibouti,2013,,,,,0.2,,9.0,1.19,,,-1.08
262,Djibouti,2014,,,,,0.1,,9.0,1.18,,,-0.62
262,Djibouti,2015,,,,,0.1,,9.0,1.16,,,0.69
262,Djibouti,2016,,,,,0.1,,9.0,1.28,,,0.45
262,Djibouti,2017,,,,,0.1,,9.0,1.43,,,-0.12
262,Djibouti,2018,,,,,0.1,,9.0,1.26,,,-0.27
262,Djibouti,2019,,,,,0.1,,9.0,1.27,,,0.22
262,Djibouti,2020,,,,,0.1,368.5,15.0,1.28,,,0.23
262,Djibouti,2021,,,,,0.1,375.5,15.0,1.18,,,-0.23
262,Djibouti,2022,,,,,0.1,382.4,15.0,1.2,,,0.95
262,Djibouti,2023,,,,,,,16.0,,,,-0.15
262,Djibouti,2024,,,,,,,16.0,,,,
266,Gabon,2000,,,,,,,,,,,
266,Gabon,2001,,,,,0.1,,,5.42,,,
266,Gabon,2002,,,,,0.2,,,5.61,,,
266,Gabon,2003,,,,,0.2,,,5.84,,,
266,Gabon,2004,,,,,0.2,,,5.4,,,
266,Gabon,2005,,,,,0.2,,,4.98,,,
266,Gabon,2006,,,,,0.2,,9.0,4.91,,,
266,Gabon,2007,,,,,0.2,,9.0,4.96,,,
266,Gabon,2008,,,,,0.2,,9.0,4.23,,,
266,Gabon,2009,,,,,0.2,,9.0,5.04,,,
266,Gabon,2010,,,,,0.2,,9.0,3.91,,,-1.89
266,Gabon,2011,,,,,0.2,,9.0,3.43,,,0.78
266,Gabon,2012,,,,,0.2,,9.0,3.35,0.26,0.08,0.73
266,Gabon,2013,,,,,0.2,,9.0,3.33,0.27,0.08,-1.19
266,Gabon,2014,,,,,0.3,,9.0,3.62,0.28,0.08,-0.72
266,Gabon,2015,,,,,0.3,,9.0,4.31,0.3,0.07,0.85
266,Gabon,2016,,,,,0.3,,9.0,4.97,0.26,0.05,-0.96
266,Gabon,2017,,,,,0.4,,9.0,5.26,0.29,0.05,-1.01
266,Gabon,2018,,,,,0.4,,9.0,5.44,1.29,0.24,-0.14
266,Gabon,2019,,,,,0.4,,9.0,5.55,0.87,0.16,0.28
266,Gabon,2020,,,,,0.5,,9.0,6.66,0.91,0.14,0.13
266,Gabon,2021,,,,,0.5,,9.0,6.18,1.01,0.16,0.14
266,Gabon,2022,,,,,0.5,,10.0,5.81,,,0.64
266,Gabon,2023,,,,,,,10.0,,,,0.71
266,Gabon,2024,,,,,,,10.0,,,,
268,Georgia,2000,,,,,,,6.0,,,,
268,Georgia,2001,,,,,0.3,,7.0,24.34,1.47,0.06,
268,Georgia,2002,,,,,0.2,,7.0,22.34,1.49,0.07,
268,Georgia,2003,,,,,0.2,,7.0,22.41,1.13,0.05,
